Entry	Entry name	Protein names	Organism	Length	Gene names  (primary )	Gene ontology (cellular component)	Gene ontology (biological process)	Gene ontology (molecular function)
Q9HBL0	TENS1_HUMAN	Tensin-1	Homo sapiens (Human)	1735	TNS1	cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; focal adhesion [GO:0005925]	cell-substrate junction assembly [GO:0007044]; fibroblast migration [GO:0010761]	actin binding [GO:0003779]; RNA binding [GO:0003723]
Q9NPF0	CD320_HUMAN	CD320 antigen (8D6 antigen) (FDC-signaling molecule 8D6) (FDC-SM-8D6) (Transcobalamin receptor) (TCblR) (CD antigen CD320)	Homo sapiens (Human)	282	CD320	endoplasmic reticulum [GO:0005783]; endosome membrane [GO:0010008]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]	B cell costimulation [GO:0031296]; cobalamin metabolic process [GO:0009235]; cobalamin transport [GO:0015889]; positive regulation of B cell proliferation [GO:0030890]; regulation of vitamin metabolic process [GO:0030656]	calcium ion binding [GO:0005509]; cobalamin binding [GO:0031419]; cobalamin-transporting ATPase activity [GO:0015420]; growth factor activity [GO:0008083]
Q9NQS3	NECT3_HUMAN	Nectin-3 (CDw113) (Nectin cell adhesion molecule 3) (Poliovirus receptor-related protein 3) (CD antigen CD113)	Homo sapiens (Human)	549	NECTIN3	apical junction complex [GO:0043296]; axon [GO:0030424]; cell-cell adherens junction [GO:0005913]; cell-cell contact zone [GO:0044291]; cell-cell junction [GO:0005911]; dendrite [GO:0030425]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; integral component of postsynaptic density membrane [GO:0099061]; plasma membrane [GO:0005886]	adherens junction organization [GO:0034332]; establishment of protein localization to plasma membrane [GO:0061951]; fertilization [GO:0009566]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; lens morphogenesis in camera-type eye [GO:0002089]; protein localization to cell junction [GO:1902414]; retina morphogenesis in camera-type eye [GO:0060042]; spermatid development [GO:0007286]	cell adhesion molecule binding [GO:0050839]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; signaling receptor activity [GO:0038023]
Q9NQW6	ANLN_HUMAN	Anillin	Homo sapiens (Human)	1124	ANLN	actin cytoskeleton [GO:0015629]; actomyosin contractile ring [GO:0005826]; bleb [GO:0032059]; cell cortex region [GO:0099738]; midbody [GO:0030496]; nucleoplasm [GO:0005654]	actomyosin contractile ring assembly [GO:0000915]; cortical cytoskeleton organization [GO:0030865]; glomerular visceral epithelial cell migration [GO:0090521]; hematopoietic progenitor cell differentiation [GO:0002244]; mitotic cytokinesis [GO:0000281]; positive regulation of bleb assembly [GO:1904172]; protein localization to mitotic actomyosin contractile ring [GO:1904498]; regulation of exit from mitosis [GO:0007096]; septin ring assembly [GO:0000921]; septin ring organization [GO:0031106]	actin binding [GO:0003779]; cadherin binding [GO:0045296]; GTP-Rho binding [GO:0017049]
Q9NQX3	GEPH_HUMAN	Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)]	Homo sapiens (Human)	736	GPHN	cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendrite [GO:0030425]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; postsynaptic specialization [GO:0099572]; postsynaptic specialization membrane [GO:0099634]	establishment of synaptic specificity at neuromuscular junction [GO:0007529]; gamma-aminobutyric acid receptor clustering [GO:0097112]; glycine receptor clustering [GO:0072579]; molybdenum incorporation into molybdenum-molybdopterin complex [GO:0018315]; molybdopterin cofactor biosynthetic process [GO:0032324]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; postsynaptic neurotransmitter receptor diffusion trapping [GO:0098970]; response to metal ion [GO:0010038]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; molybdopterin adenylyltransferase activity [GO:0061598]; molybdopterin cofactor binding [GO:0043546]; molybdopterin molybdotransferase activity [GO:0061599]; nitrate reductase activity [GO:0008940]
Q9NRF9	DPOE3_HUMAN	DNA polymerase epsilon subunit 3 (EC 2.7.7.7) (Arsenic-transactivated protein) (AsTP) (Chromatin accessibility complex 17 kDa protein) (CHRAC-17) (HuCHRAC17) (DNA polymerase II subunit 3) (DNA polymerase epsilon subunit p17)	Homo sapiens (Human)	147	POLE3	Ada2/Gcn5/Ada3 transcription activator complex [GO:0005671]; epsilon DNA polymerase complex [GO:0008622]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	cellular response to DNA damage stimulus [GO:0006974]; cellular response to gamma radiation [GO:0071480]; CENP-A containing nucleosome assembly [GO:0034080]; DNA replication [GO:0006260]; G1/S transition of mitotic cell cycle [GO:0000082]; heterochromatin assembly involved in chromatin silencing [GO:0070869]; histone H3 acetylation [GO:0043966]; nucleosome mobilization [GO:0042766]	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; protein heterodimerization activity [GO:0046982]
Q9NRN7	ADPPT_HUMAN	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (EC 2.7.8.7) (4'-phosphopantetheinyl transferase) (Alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase) (AASD-PPT) (LYS5 ortholog)	Homo sapiens (Human)	309	AASDHPPT	cytosol [GO:0005829]; extracellular exosome [GO:0070062]	lysine biosynthetic process via aminoadipic acid [GO:0019878]; pantothenate metabolic process [GO:0015939]	holo-[acyl-carrier-protein] synthase activity [GO:0008897]; magnesium ion binding [GO:0000287]
Q9NT99	LRC4B_HUMAN	Leucine-rich repeat-containing protein 4B (Netrin-G3 ligand) (NGL-3)	Homo sapiens (Human)	713	LRRC4B	cell junction [GO:0030054]; cerebellar mossy fiber [GO:0044300]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734]	positive regulation of synapse assembly [GO:0051965]; regulation of postsynaptic density assembly [GO:0099151]; regulation of presynapse assembly [GO:1905606]; synaptic membrane adhesion [GO:0099560]	signaling receptor binding [GO:0005102]
Q9NTI5	PDS5B_HUMAN	Sister chromatid cohesion protein PDS5 homolog B (Androgen-induced proliferation inhibitor) (Androgen-induced prostate proliferative shutoff-associated protein AS3)	Homo sapiens (Human)	1447	PDS5B	chromatin [GO:0000785]; chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	cell division [GO:0051301]; cell population proliferation [GO:0008283]; DNA repair [GO:0006281]; enteric nervous system development [GO:0048484]; lens development in camera-type eye [GO:0002088]; mitotic sister chromatid cohesion [GO:0007064]; negative regulation of cell population proliferation [GO:0008285]; neuroblast migration [GO:0097402]; regulation of cell population proliferation [GO:0042127]	ATP binding [GO:0005524]; DNA binding [GO:0003677]
Q9NUQ9	FA49B_HUMAN	Protein FAM49B (L1)	Homo sapiens (Human)	324	FAM49B	cilium [GO:0005929]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; membrane [GO:0016020]; platelet alpha granule lumen [GO:0031093]	platelet degranulation [GO:0002576]; positive regulation of interferon-gamma production [GO:0032729]; positive regulation of memory T cell activation [GO:2000568]; positive regulation of T cell activation [GO:0050870]; positive regulation of T cell mediated cytotoxicity [GO:0001916]	MHC class Ib protein binding, via antigen binding groove [GO:0023030]
Q9NV96	CC50A_HUMAN	Cell cycle control protein 50A (P4-ATPase flippase complex beta subunit TMEM30A) (Transmembrane protein 30A)	Homo sapiens (Human)	361	TMEM30A	apical plasma membrane [GO:0016324]; azurophil granule membrane [GO:0035577]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; transport vesicle membrane [GO:0030658]	aminophospholipid transport [GO:0015917]; drug transmembrane transport [GO:0006855]; neutrophil degranulation [GO:0043312]; phospholipid translocation [GO:0045332]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; protein localization to endosome [GO:0036010]	aminophospholipid transmembrane transporter activity [GO:0015247]
Q9NY33	DPP3_HUMAN	Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)	Homo sapiens (Human)	737	DPP3	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nuclear speck [GO:0016607]; plasma membrane [GO:0005886]	proteolysis [GO:0006508]	dipeptidyl-peptidase activity [GO:0008239]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]
Q9NYV4	CDK12_HUMAN	Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) (Cell division cycle 2-related protein kinase 7) (CDC2-related protein kinase 7) (Cell division protein kinase 12) (hCDK12)	Homo sapiens (Human)	1490	CDK12	chromosome [GO:0005694]; cyclin/CDK positive transcription elongation factor complex [GO:0008024]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cyclin K-CDK12 complex [GO:0002944]; fibrillar center [GO:0001650]; nuclear chromatin [GO:0000790]; nuclear cyclin-dependent protein kinase holoenzyme complex [GO:0019908]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	mRNA processing [GO:0006397]; negative regulation of stem cell differentiation [GO:2000737]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of MAP kinase activity [GO:0043405]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]; transcription elongation from RNA polymerase II promoter [GO:0006368]	ATP binding [GO:0005524]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
Q9NZV1	CRIM1_HUMAN	Cysteine-rich motor neuron 1 protein (CRIM-1) (Cysteine-rich repeat-containing protein S52) [Cleaved into: Processed cysteine-rich motor neuron 1 protein]	Homo sapiens (Human)	1036	CRIM1	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	nervous system development [GO:0007399]	insulin-like growth factor-activated receptor activity [GO:0005010]; insulin-like growth factor binding [GO:0005520]; PDZ domain binding [GO:0030165]; serine-type endopeptidase inhibitor activity [GO:0004867]
Q9P121	NTRI_HUMAN	Neurotrimin (hNT) (IgLON family member 2)	Homo sapiens (Human)	344	NTM	anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]	cell adhesion [GO:0007155]; neuron recognition [GO:0008038]	
Q9P273	TEN3_HUMAN	Teneurin-3 (Ten-3) (Protein Odd Oz/ten-m homolog 3) (Tenascin-M3) (Ten-m3) (Teneurin transmembrane protein 3)	Homo sapiens (Human)	2699	TENM3	axon [GO:0030424]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; neuron projection [GO:0043005]	camera-type eye morphogenesis [GO:0048593]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; neuron development [GO:0048666]; positive regulation of neuron projection development [GO:0010976]; regulation of homophilic cell adhesion [GO:1903385]; signal transduction [GO:0007165]	cell adhesion molecule binding [GO:0050839]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]
Q9UBE0	SAE1_HUMAN	SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A) [Cleaved into: SUMO-activating enzyme subunit 1, N-terminally processed]	Homo sapiens (Human)	346	SAE1	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SUMO activating enzyme complex [GO:0031510]	positive regulation of protein targeting to mitochondrion [GO:1903955]; protein modification by small protein conjugation [GO:0032446]; protein sumoylation [GO:0016925]; protein ubiquitination [GO:0016567]	ATP-dependent protein binding [GO:0043008]; enzyme activator activity [GO:0008047]; protein C-terminus binding [GO:0008022]; protein heterodimerization activity [GO:0046982]; small protein activating enzyme binding [GO:0044388]; SUMO activating enzyme activity [GO:0019948]; ubiquitin activating enzyme activity [GO:0004839]
Q9UBG0	MRC2_HUMAN	C-type mannose receptor 2 (C-type lectin domain family 13 member E) (Endocytic receptor 180) (Macrophage mannose receptor 2) (Urokinase-type plasminogen activator receptor-associated protein) (UPAR-associated protein) (Urokinase receptor-associated protein) (CD antigen CD280)	Homo sapiens (Human)	1479	MRC2	focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; membrane [GO:0016020]	collagen catabolic process [GO:0030574]; endocytosis [GO:0006897]; osteoblast differentiation [GO:0001649]	carbohydrate binding [GO:0030246]; collagen binding [GO:0005518]; transmembrane signaling receptor activity [GO:0004888]
Q9UBQ7	GRHPR_HUMAN	Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81)	Homo sapiens (Human)	328	GRHPR	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; peroxisomal matrix [GO:0005782]	cellular nitrogen compound metabolic process [GO:0034641]; dicarboxylic acid metabolic process [GO:0043648]; excretion [GO:0007588]; glyoxylate metabolic process [GO:0046487]; oxidation-reduction process [GO:0055114]; protein complex oligomerization [GO:0051259]	carboxylic acid binding [GO:0031406]; glycerate dehydrogenase activity [GO:0008465]; glyoxylate reductase (NADP) activity [GO:0030267]; hydroxypyruvate reductase activity [GO:0016618]; NAD binding [GO:0051287]; NADPH binding [GO:0070402]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; protein homodimerization activity [GO:0042803]
Q9UBS4	DJB11_HUMAN	DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (HEDJ) (Human DnaJ protein 9) (hDj-9) (PWP1-interacting protein 4)	Homo sapiens (Human)	358	DNAJB11	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; membrane [GO:0016020]	IRE1-mediated unfolded protein response [GO:0036498]; positive regulation of ATPase activity [GO:0032781]; protein folding [GO:0006457]; protein maturation [GO:0051604]	unfolded protein binding [GO:0051082]
